"EntrezID","Symbol","Synonyms","length"
100130086,"HSFX2",NA,3928
100130088,"LOC100130088",NA,NA
100130090,"SFR1P1",NA,NA
100130093,"LOC100130093",NA,2380
100130097,"KIF28P","KLP-6",NA
100130099,"MIPEPP2",NA,NA
100130100,"LOC100130100",NA,NA
100130101,"LOC100130101",NA,NA
100130102,"LOC100130102",NA,NA
100130105,"TRIM51CP",NA,NA
100130106,"RPS23P7",NA,NA
100130108,"ZNF849P",NA,NA
100130109,"SNRPEP4",NA,NA
100130110,"ZSWIM5P1",NA,NA
100130111,"LOC100130111",NA,NA
100130114,"LOC100130114",NA,NA
100130117,"DDX6P2",NA,NA
100130119,"LAMTOR3P1",NA,NA
100130121,"LOC100130121",NA,NA
100130134,"LOC100130134",NA,NA
100130137,"LOC100130137",NA,NA
100130139,"UBE2D3P2",NA,NA
100130148,"MAPT-IT1",NA,6009
100130152,"LOC100130152",NA,NA
100130155,"MIR124-2HG","LINC00966",7218
100130156,"LOC100130156",NA,NA
100130157,"LOC100130157",NA,NA
100130158,"KNOP1P5",NA,NA
100130161,"LOC100130161",NA,NA
100130167,"NUS1P4",NA,NA
100130169,"LOC100130169",NA,NA
100130170,"LOC100130170",NA,NA
100130171,"LOC100130171",NA,NA
100130172,"LOC100130172",NA,NA
100130175,"LOC100130175",NA,NA
100130176,"LOC100130176",NA,NA
100130177,"LOC100130177",NA,NA
100130178,"LSM3P4",NA,NA
100130180,"LOC100130180",NA,NA
100130183,"RPS24P19","RPS24_9_1812",NA
100130187,"TUBB3P2",NA,NA
100130190,"SRRM1P3",NA,NA
100130192,"RPS12P31","RPS12_17_1644",NA
100130193,"LOC100130193",NA,NA
100130196,"HNRNPCP9",NA,NA
100130197,"EFCAB14-AS1","KIAA0494-AS1",587
100130203,"LOC100130203",NA,NA
100130204,"NIPA2P2",NA,NA
100130207,"LOC100130207",NA,NA
100130209,"LOC100130209",NA,NA
100130210,"LOC100130210",NA,NA
100130211,"EEF1A1P29",NA,NA
100130219,"LOC100130219",NA,NA
100130225,"RPL13P11","RPL13_3_914",NA
100130231,"LINC00861",NA,5458
100130232,"LOC100130232",NA,NA
100130233,"NPM1P8",NA,NA
100130234,"EEF1A1P27",NA,NA
100130235,"KATNBL1P2",NA,NA
100130238,"LOC100130238",NA,3881
100130239,"UBA52P6","RPL40_3_969",NA
100130240,"RPS5P2","RPS5_4_1727",NA
100130247,"COX6CP3",NA,NA
100130249,"PP2672",NA,NA
100130251,"NXNP1",NA,NA
100130253,"RCBTB2P1",NA,NA
100130256,"LOC100130256",NA,NA
100130259,"SALL4P2",NA,NA
100130260,"EEF1GP2",NA,NA
100130264,"LOC100130264",NA,1797
100130265,"ARL2BPP4",NA,NA
100130268,"LOC100130268",NA,NA
100130270,"LOC100130270",NA,NA
100130274,"CCDC166",NA,1322
100130275,"TFAP2A-AS1",NA,1307
100130276,"LOC100130276",NA,NA
100130277,"CDC27P2",NA,NA
100130278,"LOC100130278",NA,NA
100130279,"HMGB1P44",NA,NA
100130283,"LOC100130283",NA,NA
100130285,"LOC100130285",NA,NA
100130286,"RPL34P11","RPL34_6_354",NA
100130289,"SNRPGP10",NA,NA
100130298,"LOC100130298",NA,515
100130299,"LOC100130299",NA,NA
100130300,"RPS27AP13","RPS27A_4_904",NA
100130301,"C8orf89",NA,567
100130302,"SUPT20HL1","FAM48B1",2665
100130307,"SPDYE19P",NA,NA
100130310,"MSANTD2P1",NA,NA
100130311,"C17orf107",NA,3085
100130313,"RPS6P23",NA,NA
100130314,"LOC100130314",NA,NA
100130316,"LOC100130316",NA,NA
100130319,"TAF9BP2",NA,NA
100130321,"LOC100130321",NA,NA
100130322,"GAFA2",NA,NA
100130326,"LOC100130326",NA,NA
100130327,"NDUFA5P5",NA,NA
100130329,"LOC100130329",NA,NA
100130331,"LOC100130331",NA,3137
100130335,"NAP1L1P3",NA,NA
100130338,"PABPC1P9",NA,NA
100130342,"SCGB2B3P","C2B|SCGB4A3P",181
100130345,"LOC100130345",NA,NA
100130347,"RPS6P5","RPS6_2_487",NA
100130348,"TMEM262",NA,515
100130353,"LOC100130353",NA,NA
100130357,"LOC100130357",NA,2310
100130359,"MED28P4",NA,NA
100130361,"CXorf49","CXorf49B",3714
100130368,"SNRPGP4",NA,NA
100130370,"LOC100130370",NA,771
100130372,"LOC100130372",NA,NA
100130373,"LOC100130373",NA,NA
100130374,"RPL13P14","RPL13_6_1708",NA
100130376,"MTRF1LP2",NA,NA
100130383,"HIGD1AP12",NA,NA
100130384,"CENPUP1",NA,NA
100130386,"LINC00552",NA,2580
100130388,"EEF1E1P1",NA,NA
100130391,"YWHAQP5",NA,NA
100130392,"RPL9P20","RPL9_7_879",NA
100130394,"LOC100130394",NA,NA
100130396,"ATP5LP4",NA,NA
100130400,"RPL21P92","RPL21_38_1051",NA
100130402,"B3GALNT2P1",NA,NA
100130403,"LOC100130403",NA,NA
100130405,"HMGB3P26",NA,NA
100130409,"BTF3P15",NA,NA
100130417,"LOC100130417",NA,1510
100130418,"CECR7","SAHL1",2730
100130419,"LOC100130419",NA,NA
100130428,"LOC100130428",NA,NA
100130429,"LOC100130429",NA,NA
100130430,"LOC100130430",NA,NA
100130433,"LOC100130433",NA,NA
100130435,"RPS7P13","RPS7_7_1794",NA
100130436,"LOC100130436",NA,NA
100130437,"LOC100130437",NA,NA
100130442,"LOC100130442",NA,NA
100130446,"RPS27AP12","RPS27A_5_866",NA
100130447,"RPL12P16","RPL12_4_315",NA
100130448,"MRS2P1","MRS2LP1",NA
100130449,"PP14571",NA,2019
100130450,"RPL3P5","RPL3_1_338",NA
100130451,"LOC100130451",NA,1729
100130452,"LOC100130452",NA,510
100130453,"LOC100130453",NA,NA
100130455,"LOC100130455",NA,NA
100130456,"LOC100130456",NA,NA
100130458,"LOC100130458",NA,NA
100130459,"LOC100130459",NA,NA
100130460,"CAND1.11",NA,1023
100130461,"CBX1P4",NA,NA
100130462,"HNF4GP1",NA,NA
100130463,"LOC100130463",NA,NA
100130466,"LOC100130466",NA,NA
100130468,"LOC100130468",NA,NA
100130476,"LOC100130476",NA,1968
100130480,"LINC01387","C18orf64",609
100130481,"CCT6P4","CCT6-4P",NA
100130484,"UBFD1P1",NA,NA
100130485,"LOC100130485",NA,NA
100130487,"LOC100130487",NA,NA
100130488,"LOC100130488",NA,NA
100130490,"LOC100130490",NA,NA
100130495,"RPS12P26","RPS12_12_1461",NA
100130497,"LOC100130497",NA,NA
100130500,"LOC100130500",NA,NA
100130502,"LOC100130502",NA,NA
100130503,"LOC100130503",NA,NA
100130507,"LOC100130507",NA,NA
100130514,"PGAM1P1",NA,NA
100130519,"TMEM221",NA,1933
100130520,"LOC100130520",NA,NA
100130522,"PARD6G-AS1",NA,3742
100130523,"RPL5P8","RPL5_3_323",NA
100130524,"RPL6P23",NA,NA
100130528,"SUCLG2P4",NA,NA
100130531,"LOC100130531",NA,NA
100130532,"LOC100130532",NA,NA
100130535,"VIM2P","VIM2|VIMP1|lncRNA-CIR",NA
100130537,"RPL31P26","RPL31_7_527",NA
100130539,"C10orf142",NA,1113
100130540,"LOC100130540",NA,NA
100130542,"LOC100130542",NA,NA
100130547,"LOC100130547",NA,NA
100130548,"LOC100130548",NA,NA
100130549,"ISCA1P6",NA,NA
100130550,"LOC100130550",NA,NA
100130555,"RPL23AP68","RPL23A_26_1264",NA
100130557,"NFYC-AS1","0808y08y",3183
100130560,"LOC100130560",NA,NA
100130561,"HMGB1P10","HMG1L10|HMGB1L10|bK445C9.3",NA
100130562,"RPS2P5","RPS2_20_1284|bcm384",NA
100130564,"SEPT7P7",NA,NA
100130566,"EIF1P4",NA,NA
100130571,"LOC100130571",NA,NA
100130572,"RAD23BP2",NA,NA
100130573,"LOC100130573",NA,NA
100130574,"LOC100130574",NA,NA
100130579,"PHBP20",NA,NA
100130581,"LINC00910",NA,4405
100130582,"LOC100130582",NA,NA
100130584,"CLIC4P2",NA,NA
100130587,"LOC100130587",NA,3269
100130591,"LOC100130591",NA,NA
100130597,"LOC100130597",NA,NA
100130600,"CICP14",NA,NA
100130602,"LOC100130602",NA,NA
100130603,"RBM22P13",NA,NA
100130606,"NPM1P51",NA,NA
100130607,"LOC100130607",NA,NA
100130609,"PP12708",NA,NA
100130612,"LOC100130612",NA,NA
100130613,"PRR32","CXorf64",1229
100130618,"LOC100130618",NA,NA
100130620,"LOC100130620",NA,NA
100130621,"RANP4",NA,NA
100130624,"RPL15P22","RPL15_10_1742",NA
100130626,"TCEB1P18",NA,NA
100130627,"LOC100130627",NA,NA
100130630,"RPL23P3","RPL23_1_65",NA
100130631,"EEF1B2P4",NA,NA
100130632,"LOC100130632",NA,NA
100130636,"SPATA31D2P","FAM75D2P",NA
100130637,"MORF4L1P7",NA,NA
100130639,"LOC100130639",NA,NA
100130640,"YWHAZP7",NA,NA
100130642,"LOC100130642",NA,NA
100130649,"LOC100130649",NA,NA
100130654,"LOC100130654",NA,NA
100130657,"LOC100130657",NA,NA
100130660,"HNRNPA1P45",NA,NA
100130664,"LOC100130664",NA,NA
100130671,"IFNWP9",NA,NA
100130673,"LOC100130673",NA,1598
100130674,"LOC100130674",NA,NA
100130676,"RPSAP38","RPSA_9_557",NA
100130677,"NFYAP1","NFYAP",NA
100130680,"LOC100130680",NA,NA
100130682,"LOC100130682",NA,NA
100130683,"LOC100130683",NA,NA
100130684,"LOC100130684",NA,NA
100130687,"FABP5P6","FABP5L6",NA
100130691,"LOC100130691",NA,5215
100130693,"ARHGAP42P2",NA,NA
100130694,"LOC100130694",NA,NA
100130698,"LOC100130698",NA,NA
100130699,"RSL24D1P10",NA,NA
100130700,"LOC100130700",NA,603
100130701,"LOC100130701",NA,NA
100130704,"LOC100130704",NA,NA
100130705,"LOC100130705",NA,3805
100130708,"ANP32BP2",NA,NA
100130713,"LOC100130713",NA,NA
100130714,"LOC100130714",NA,NA
100130717,"CECR5-AS1","CECR4|NCRNA00017",628
100130718,"RPL34P26","RPL34_12_1312",NA
100130719,"UQCRBP2",NA,NA
100130721,"RSL24D1P3",NA,NA
100130724,"LOC100130724",NA,NA
100130731,"LOC100130731",NA,NA
100130733,"LRRC70","SLRN",2251
100130741,"LOC100130741",NA,NA
100130742,"LRRC69",NA,1331
100130744,"LOC100130744",NA,2601
100130745,"LOC100130745",NA,NA
100130746,"LOC100130746",NA,NA
100130747,"LOC100130747",NA,NA
100130748,"LOC100130748",NA,NA
100130750,"RPS8P9","RPS8_4_974",NA
100130756,"UQCRHP1","Em:AF129756.18|UQCRHP5",NA
100130758,"METTL15P1","METT5D2",NA
100130760,"LOC100130760",NA,NA
100130761,"LOC100130761",NA,NA
100130766,"LOC100130766",NA,NA
100130768,"LOC100130768",NA,NA
100130771,"EFCAB10",NA,769
100130775,"RPS27P23","RPS27_13_1271",NA
100130776,"AGAP2-AS1","PUNISHER",1533
100130778,"LOC100130778",NA,NA
100130782,"RPS15AP15","RPS15A_6_237",NA
100130783,"LOC100130783",NA,NA
100130785,"SALL4P5",NA,NA
100130786,"RPS3AP22","RPS3A_9_594",NA
100130792,"RPL29P27","RPL29_13_1221",NA
100130794,"NDUFS5P7",NA,NA
100130798,"LOC100130798",NA,NA
100130799,"SRSF10P1","FUSIP1P|HsT2687|SFRS13AP1",NA
100130801,"LOC100130801",NA,NA
100130802,"RPL39P13","RPL39_3_72",NA
100130803,"UBL5P1",NA,NA
100130815,"LOC100130815",NA,NA
100130817,"LOC100130817",NA,NA
100130820,"CCNG1P1",NA,NA
100130821,"OSBPL9P1",NA,NA
100130823,"RPS17P9","RPS17_3_404",NA
100130827,"SBK3","SGK110",1273
100130841,"LOC100130841",NA,NA
100130842,"LOC100130842",NA,NA
100130843,"LOC100130843",NA,NA
100130848,"TSPY20P",NA,NA
100130849,"LOC100130849",NA,569
100130854,"LOC100130854",NA,NA
100130855,"USP3-AS1",NA,1725
100130856,"LOC100130856",NA,NA
100130857,"LOC100130857",NA,NA
100130861,"LOC100130861",NA,NA
100130863,"ZNF840P","C20orf157|ZNF840|dJ981L23.3",NA
100130865,"LOC100130865",NA,NA
100130866,"IFNWP15",NA,NA
100130871,"ARMC8P1",NA,NA
100130872,"LOC100130872",NA,4985
100130873,"CARM1P1","CARM1L",NA
100130876,"LOC100130876",NA,NA
100130879,"ZNRF2P3",NA,NA
100130880,"LOC100130880",NA,581
100130881,"LOC100130881",NA,NA
100130887,"ATE1-AS1",NA,953
100130889,"PSORS1C3","NCRNA00196",4172
100130890,"TSTD3",NA,1930
100130891,"LOC100130891",NA,NA
100130892,"RPL7P32","RPL7P|RPL7_15_834",NA
100130894,"VAC14-AS1",NA,2233
100130898,"FLYWCH1P1",NA,NA
100130899,"LOC100130899",NA,4247
100130909,"LOC100130909",NA,NA
100130913,"LOC100130913",NA,NA
100130916,"LOC100130916",NA,NA
100130920,"LOC100130920",NA,NA
100130922,"RPL22P22","RPL22_10_1790",NA
100130923,"PSMA2P1",NA,NA
100130924,"LOC100130924",NA,NA
100130927,"LOC100130927",NA,NA
100130929,"RPL5P33","RPL5_18_1557",NA
100130930,"LOC100130930",NA,NA
100130931,"LOC100130931",NA,NA
100130932,"SNRPGP15",NA,NA
100130933,"SMIM6","C17orf110",830
100130934,"ZNF663P","ZNF663",1152
100130935,"CSAG4",NA,757
100130936,"LOC100130936",NA,NA
100130950,"LOC100130950",NA,1736
100130954,"LINC01502",NA,2644
100130958,"SYCE1L","MRP2",888
100130962,"ATP5G1P7",NA,NA
100130963,"RPL38P4",NA,NA
100130964,"LOC100130964",NA,525
100130967,"C6orf99","yR211F11.1",1181
100130968,"RPL7L1P4",NA,NA
100130970,"CTBP2P2",NA,NA
100130972,"PPP1R2P6",NA,NA
100130976,"LOC100130976",NA,NA
100130980,"RPS2P35","RPS2_12_1000",NA
100130983,"RPL26P28","RPL26_8_1018",NA
100130987,"LOC100130987",NA,854
100130988,"C7orf72",NA,1413
100130990,"LOC100130990",NA,NA
100130992,"LOC100130992",NA,6478
100130994,"UQCRFS1P3",NA,NA
100130995,"ZNF969P",NA,NA
100130996,"YPEL5P1",NA,NA
100131000,"LOC100131000",NA,NA
100131004,"LOC100131004",NA,NA
100131011,"LOC100131011",NA,NA
100131012,"YBX1P4",NA,NA
100131013,"LOC100131013",NA,NA
100131017,"ZNF316","ENST00000305834|MZF-3",7248
100131020,"RPL9P23","RPL9_5_1139",NA
100131023,"LOC100131023",NA,NA
100131027,"SLC25A5P4",NA,NA
100131029,"LOC100131029",NA,NA
100131031,"ANKRD18EP",NA,NA
100131032,"LOC100131032",NA,NA
100131033,"PPIGP1",NA,NA
100131034,"LOC100131034",NA,NA
100131036,"HMGB3P28",NA,NA
100131038,"LOC100131038",NA,NA
100131041,"LOC100131041",NA,NA
100131043,"LOC100131043",NA,NA
100131046,"SALL4P3",NA,NA
100131047,"LOC100131047",NA,2130
100131048,"LOC100131048",NA,NA
100131051,"MED28P3",NA,NA
100131053,"LOC100131053",NA,NA
100131055,"RPS4XP15","RPS4P15|RPS4X_7_1265",NA
100131060,"LINC01135",NA,1127
100131065,"VN1R38P",NA,NA
100131066,"LOC100131066",NA,NA
100131067,"CKMT2-AS1",NA,2920
100131068,"ERVI-1",NA,NA
100131069,"LOC100131069",NA,NA
100131072,"LOC100131072",NA,NA
100131077,"OK/SW-CL.36",NA,NA
100131078,"LOC100131078",NA,NA
100131080,"LOC100131080",NA,NA
100131083,"RPS8P5","RPS8_2_374",NA
100131084,"DNM1P17","DNM1DN17|DNM1DN17@",NA
100131085,"RPL7P12","RPL7_3_208",NA
100131087,"RPLP1P11","RPLP1_5_1519",NA
100131089,"SRP14-AS1",NA,3326
100131092,"ISCA1P3",NA,NA
100131094,"DPP9-AS1",NA,3074
100131096,"TNRC6C-AS1",NA,3190
100131099,"LOC100131099",NA,NA
100131101,"LOC100131101",NA,NA
100131103,"TATDN2P1",NA,NA
100131107,"LOC100131107",NA,1513
100131114,"LOC100131114",NA,NA
100131117,"ZBTB20-AS1",NA,1728
100131118,"VN1R67P",NA,NA
100131120,"LOC100131120",NA,NA
100131124,"LOC100131124",NA,NA
100131126,"LOC100131126",NA,NA
100131127,"LOC100131127",NA,NA
100131129,"LOC100131129",NA,NA
100131130,"HNRNPA1P13",NA,NA
100131131,"LOC100131131",NA,NA
100131132,"LOC100131132",NA,NA
100131135,"MTHFD2P4",NA,NA
100131137,"BSPH1","BSP1|ELSPBP2",660
100131138,"LINC01405",NA,361
100131141,"VN1R95P",NA,NA
100131143,"RPL23AP19","RPL23A_2_8",NA
100131146,"LOC100131146",NA,NA
100131150,"LOC100131150",NA,NA
100131151,"RPLP0P8","RPLP0_3_381",NA
100131158,"LOC100131158",NA,NA
100131159,"LOC100131159",NA,NA
100131160,"RPL39P20","RPL39_10_584",NA
100131161,"RPSAP39","RPSA_12_495",NA
100131170,"LOC100131170",NA,NA
100131173,"RPS29P12","RPS29_9_646",NA
100131174,"LOC100131174",NA,NA
100131176,"WDR86-AS1",NA,951
100131180,"LOC100131180",NA,NA
100131183,"HMGN2P30",NA,NA
100131187,"TSTD1","KAT",675
100131188,"LIPT1P1",NA,NA
100131189,"SSR1P2",NA,NA
100131190,"LOC100131190",NA,NA
100131193,"CCDC183-AS1","KIAA1984-AS1",2391
100131195,"LOC100131195",NA,NA
100131196,"RPS25P8","RPS25_6_1012",NA
100131200,"LOC100131200",NA,NA
100131205,"RPL21P28","RPL21_8_160",568
100131206,"RPL29P16","RPL29_9_696",NA
100131207,"DNAJA1P2",NA,NA
100131208,"SNAP25-AS1",NA,2964
100131211,"NEMP2","TMEM194B",3646
100131213,"ZNF503-AS2","C10orf41|NCRNA00245",3344
100131216,"LOC100131216",NA,NA
100131223,"LOC100131223",NA,NA
100131229,"RPL6P17","RPL6_4_660",NA
100131230,"RPL30P4","RPL30_3_359",NA
100131232,"LOC100131232",NA,NA
100131233,"LOC100131233",NA,NA
100131234,"MIR181A1HG",NA,607
100131236,"PCBP2P3",NA,NA
100131241,"LOC100131241",NA,NA
100131242,"LOC100131242",NA,NA
100131244,"ANKRD63",NA,1144
100131246,"RPL9P27","RPL9_12_1427",NA
100131250,"SPCS2P1","SPCS2P",NA
100131252,"LOC100131252",NA,NA
100131254,"LOC100131254",NA,NA
100131257,"LOC100131257",NA,21018
100131261,"LOC100131261",NA,NA
100131262,"LOC100131262",NA,NA
100131264,"LOC100131264",NA,NA
100131268,"TPT1P1","TPT1P",NA
100131275,"NSAP11",NA,NA
100131279,"C2orf69P3",NA,NA
100131280,"LOC100131280",NA,NA
100131281,"GLUD1P9",NA,NA
100131284,"LOC100131284",NA,NA
100131286,"RPS19P5","RPS19_1_737",NA
100131289,"LOC100131289",NA,831
100131291,"ACTG1P21",NA,NA
100131294,"LOC100131294",NA,NA
100131302,"PTCD2P1",NA,NA
100131303,"LOC100131303",NA,1187
100131306,"BNIP3P21",NA,NA
100131309,"PRKRIRP9",NA,NA
100131310,"LOC100131310",NA,NA
100131315,"LOC100131315",NA,587
100131320,"RAB6C-AS1",NA,2466
100131327,"UQCRC2P1",NA,NA
100131328,"FAM210CP",NA,NA
100131333,"RPL18P6","RPL18_2_942",NA
100131338,"RPL15P13","RPL15_8_1099",NA
100131339,"RPL32P4","RPL32L|RPL32_11_924",NA
100131340,"LOC100131340",NA,NA
100131346,"LOC100131346",NA,NA
100131347,"LOC100131347",NA,2310
100131348,"LOC100131348",NA,NA
100131355,"LOC100131355",NA,NA
100131358,"RPL3P12","RPL3_3_1807",NA
100131360,"LOC100131360",NA,NA
100131366,"LINC00605",NA,1561
100131369,"DUX4L27",NA,NA
100131370,"DDX18P6",NA,NA
100131372,"LOC100131372",NA,NA
100131373,"LOC100131373",NA,NA
100131374,"PABPC1P5",NA,NA
100131378,"C11orf91",NA,905
100131379,"RPL36AP1","RPL36A_19_1371",NA
100131387,"RPL39P32","RPL39_13_1539",NA
100131388,"NDUFA3P1",NA,NA
100131390,"SP9","ZNF990",1457
100131393,"UBQLN4P2",NA,NA
100131395,"LOC100131395",NA,NA
100131396,"RPS6P14","RPS6_6_1039",NA
100131411,"LOC100131411",NA,NA
100131415,"OR7E163P",NA,NA
100131418,"RPS27P22","RPS27_12_1218",NA
100131425,"LOC100131425",NA,NA
100131429,"LOC100131429",NA,NA
100131432,"LOC100131432",NA,NA
100131434,"LINC00893",NA,2356
100131439,"CD300LD","CD300D|CLM-4|CMRF35-A4|CMRF35A4",648
100131440,"CDC42P4",NA,NA
100131441,"LOC100131441",NA,NA
100131442,"RCC2P5",NA,NA
100131448,"LOC100131448",NA,NA
100131451,"TLR12P",NA,NA
100131454,"DBIL5P","ELP2P",3005
100131457,"SLC25A1P1",NA,NA
100131465,"LOC100131465",NA,NA
100131467,"RPS6P9","RPS6_4_936",NA
100131469,"RPSAP62","RPSA_32_1778",NA
100131470,"LOC100131470",NA,NA
100131471,"LOC100131471",NA,NA
100131472,"LOC100131472",NA,NA
100131478,"NPM1P33",NA,NA
100131479,"LOC100131479",NA,NA
100131481,"RPL21P38","RPL21_7_292",NA
100131482,"LOC100131482",NA,NA
100131490,"LOC100131490",NA,NA
100131492,"LOC100131492",NA,NA
100131493,"ZIK1P1",NA,NA
100131495,"LOC100131495",NA,NA
100131496,"LOC100131496",NA,2254
100131497,"LOC100131497",NA,NA
100131506,"LOC100131506",NA,NA
100131508,"LOC100131508",NA,NA
100131510,"LOC100131510",NA,NA
100131515,"MST152",NA,NA
100131520,"LOC100131520",NA,NA
100131526,"RPL26P6","RPL26_9_1063",NA
100131527,"RPL19P7","RPL19_4_388",NA
100131528,"APOOP3",NA,NA
100131529,"LOC100131529",NA,NA
100131532,"LOC100131532",NA,NA
100131533,"LOC100131533",NA,NA
100131535,"RPL5P28","RPL5_11_1110",NA
100131536,"LOC100131536",NA,NA
100131539,"ZNF705E",NA,3446
100131540,"LOC100131540",NA,NA
100131541,"LOC100131541",NA,NA
100131546,"LOC100131546",NA,NA
100131548,"RPS6P4","RPS6_2_432",NA
100131550,"CNN2P12",NA,NA
100131551,"LINC00887",NA,3016
100131553,"LOC100131553",NA,NA
100131556,"LOC100131556",NA,NA
100131557,"LOC100131557",NA,NA
100131561,"FKSG29",NA,609
100131562,"LOC100131562",NA,NA
100131564,"LOC100131564",NA,4042
100131565,"EIF4EP5",NA,NA
100131568,"RBM43P1",NA,NA
100131572,"RPS27P9","RPS27_1_33",NA
100131577,"BMS1P19",NA,NA
100131581,"LOC100131581",NA,NA
100131582,"LOC100131582",NA,NA
100131593,"LOC100131593",NA,NA
100131597,"LOC100131597",NA,NA
100131599,"LOC100131599",NA,NA
100131604,"LOC100131604",NA,NA
100131608,"PRR23D1",NA,3184
100131609,"HNRNPA1P2","HNRPA1P2|dJ372B18.1",NA
100131611,"PGAM4P2",NA,NA
100131613,"LOC100131613",NA,NA
100131614,"RPS4XP22","RPS4P22|RPS4X_8_1621",NA
100131616,"CASP3P1",NA,NA
100131617,"LOC100131617",NA,NA
100131623,"NUTF2P6",NA,NA
100131624,"WASF1P1",NA,NA
100131625,"LOC100131625",NA,NA
100131626,"LOC100131626",NA,576
100131629,"ARL2BPP7",NA,NA
100131635,"LOC100131635",NA,341
100131638,"CCT4P2","CCT4-1P",NA
100131641,"RBM22P12",NA,NA
100131654,"LOC100131654",NA,NA
100131655,"LOC100131655",NA,1298
100131656,"SDCBPP3",NA,NA
100131661,"FTLP5",NA,NA
100131662,"LOC100131662",NA,NA
100131669,"LOC100131669",NA,NA
100131671,"SEC13P1",NA,NA
100131672,"RPL21P87","RPL21_35_1007",NA
100131676,"LOC100131676",NA,NA
100131678,"CCNB3P1",NA,NA
100131680,"LOC100131680",NA,NA
100131685,"LOC100131685",NA,NA
100131688,"VN1R68P",NA,NA
100131689,"LOC100131689",NA,NA
100131691,"MZF1-AS1",NA,2612
100131693,"EIF4EP2",NA,NA
100131695,"RNF11P1",NA,NA
100131702,"LOC100131702",NA,NA
100131711,"RFC3P1",NA,NA
100131713,"RPL29P11","RPL29_2_362",NA
100131719,"LOC100131719",NA,NA
100131725,"LOC100131725",NA,NA
100131726,"FAM83A-AS1","HCCC11|HCCC11_v1|HCCC11_v2",1161
100131730,"RPL37AP7","RPL37A_4_1128",NA
100131733,"USP30-AS1",NA,980
100131736,"LOC100131736",NA,NA
100131740,"CIR1P1",NA,NA
100131743,"GAPDHP40",NA,NA
100131747,"LOC100131747",NA,NA
100131755,"ARMCX4","CXorf35|GASP4",15222
100131756,"LOC100131756",NA,NA
100131759,"RPL19P3","RPL19_1_59",NA
100131760,"GXYLT1P5",NA,NA
100131761,"RPS12P12","RPS12_5_662",NA
100131763,"LOC100131763",NA,NA
100131766,"OK/SW-CL.58",NA,NA
100131768,"LOC100131768",NA,NA
100131770,"LOC100131770",NA,NA
100131775,"PSMA2P2",NA,NA
100131777,"DPPA2P4",NA,NA
100131779,"LOC100131779",NA,NA
100131784,"ARL2BPP8",NA,NA
100131785,"LOC100131785",NA,NA
100131787,"RPS27P7","RPS27_3_126",NA
100131788,"RPL26P29","RPL26_14_1054",NA
100131789,"VN1R46P",NA,NA
100131792,"LOC100131792",NA,NA
100131795,"LOC100131795",NA,NA
100131796,"LOC100131796",NA,NA
100131797,"RPL15P19",NA,NA
100131800,"UBE2D3P4",NA,NA
100131801,"PET100","C19orf79",434
100131802,"LOC100131802",NA,NA
100131805,"RPL6P18","RPL6_13_667",NA
100131810,"ADH5P3",NA,NA
100131814,"LINC00271","C6orf217|NCRNA00271",1640
100131816,"UBE2DNL",NA,741
100131820,"LOC100131820",NA,NA
100131821,"LOC100131821",NA,NA
100131822,"LOC100131822",NA,NA
100131823,"SUMO2P7",NA,NA
100131825,"CADM3-AS1",NA,3298
100131826,"LOC100131826",NA,NA
100131827,"ZNF717","X17|ZNF838",3996
100131828,"CIR1P2",NA,NA
100131829,"LOC100131829",NA,NA
100131831,"LOC100131831",NA,NA
100131832,"LOC100131832",NA,NA
100131840,"LOC100131840",NA,NA
100131842,"HNRNPCP8",NA,NA
100131846,"RPL23AP83","RPL23A_38_1781",NA
100131849,"LOC100131849",NA,NA
100131852,"LOC100131852",NA,NA
100131855,"C2orf27AP2",NA,NA
100131859,"LOC100131859",NA,NA
100131860,"LOC100131860",NA,NA
100131863,"RPS18P5","RPS18|RPS18_1_389",NA
100131864,"LOC100131864",NA,NA
100131866,"RPS2P9","RPS2_5_144",NA
100131868,"LOC100131868",NA,NA
100131874,"CFL1P3","CFLL3|CFLP3",NA
100131877,"LOC100131877",NA,NA
100131878,"LOC100131878",NA,NA
100131879,"ZYG11AP1",NA,NA
100131881,"EI24P3",NA,NA
100131884,"LOC100131884",NA,NA
100131890,"LOC100131890",NA,NA
100131893,"RPL3P11","RPL3_7_963",NA
100131894,"LOC100131894",NA,NA
100131897,"FAM196B","C5orf57",3552
100131899,"E2F4P1",NA,NA
100131902,"KRTAP25-1","KAP25.1",371
100131905,"RPS27P21","RPS27_9_1229",NA
100131907,"LOC100131907",NA,NA
100131910,"LOC100131910",NA,NA
100131913,"RPL5P20","RPL5_9_664",NA
100131918,"LOC100131918",NA,NA
100131921,"SERF1AP1",NA,NA
100131924,"BLOC1S2P1",NA,NA
100131929,"LOC100131929",NA,NA
100131932,"RCC2P3",NA,NA
100131934,"LETM1P2",NA,NA
100131935,"GAPDHP41",NA,NA
100131938,"LOC100131938",NA,NA
100131939,"LOC100131939",NA,NA
100131940,"SNX5P1",NA,NA
100131943,"LOC100131943",NA,NA
100131945,"RPL35AP13","RPL35A_5_575",NA
100131947,"PRPF38AP2",NA,NA
100131950,"LOC100131950",NA,NA
100131953,"ACTG1P22",NA,NA
100131956,"RPS3P5","RPS3_2_726",NA
100131958,"RPL15P12","RPL15_6_949",NA
100131961,"ST13P19",NA,NA
100131962,"LOC100131962",NA,NA
